DATASET,YEAR,CCG_ONS_CODE,CCG_ODS_CODE,CCG_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,F,18 to 24,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,F,25 to 34,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,F,35 to 44,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,F,45 to 54,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,F,55 to 64,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,F,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,M,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,M,10 to 17,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,M,18 to 24,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,M,25 to 34,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,M,35 to 44,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,M,45 to 54,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,M,55 to 64,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,M,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB033,M,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,F,0 to 9,186
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,F,10 to 17,274
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,F,18 to 24,210
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,F,25 to 34,455
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,F,35 to 44,506
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,F,45 to 54,650
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,F,55 to 64,525
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,F,65 to 74,529
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,F,75 and over,479
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,M,0 to 9,289
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,M,10 to 17,327
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,M,18 to 24,172
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,M,25 to 34,309
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,M,35 to 44,361
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,M,45 to 54,516
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,M,55 to 64,392
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,M,65 to 74,339
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB034,M,75 and over,288
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,F,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,F,35 to 44,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,F,45 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,F,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,F,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,M,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,M,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,M,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,M,55 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,M,65 to 74,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB035,M,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,F,0 to 9,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,F,10 to 17,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,F,18 to 24,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,F,25 to 34,39
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,F,35 to 44,95
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,F,45 to 54,218
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,F,55 to 64,379
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,F,65 to 74,539
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,F,75 and over,526
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,M,0 to 9,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,M,10 to 17,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,M,18 to 24,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,M,25 to 34,29
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,M,35 to 44,55
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,M,45 to 54,115
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,M,55 to 64,254
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,M,65 to 74,559
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB036,M,75 and over,677
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,F,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,F,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,F,45 to 54,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,F,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,F,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,F,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,M,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,M,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,M,45 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,M,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,M,65 to 74,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB037,M,75 and over,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,F,25 to 34,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,F,35 to 44,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,F,45 to 54,44
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,F,55 to 64,131
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,F,65 to 74,484
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,F,75 and over,1419
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,M,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,M,25 to 34,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,M,35 to 44,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,M,45 to 54,52
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,M,55 to 64,119
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,M,65 to 74,373
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB038,M,75 and over,894
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,F,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,F,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,F,45 to 54,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,F,55 to 64,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,F,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,M,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,M,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,M,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,M,55 to 64,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,M,65 to 74,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB039,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,F,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,F,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,F,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,F,25 to 34,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,F,35 to 44,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,F,45 to 54,82
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,F,55 to 64,240
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,F,65 to 74,419
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,F,75 and over,491
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,M,10 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,M,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,M,25 to 34,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,M,35 to 44,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,M,45 to 54,124
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,M,55 to 64,264
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,M,65 to 74,527
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB040,M,75 and over,527
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,F,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,F,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,F,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,F,55 to 64,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,F,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,M,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,M,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,M,45 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,M,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,M,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB041,M,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,F,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,F,35 to 44,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,F,45 to 54,59
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,F,55 to 64,176
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,F,65 to 74,387
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,F,75 and over,826
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,M,25 to 34,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,M,35 to 44,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,M,45 to 54,186
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000028,04Y,NHS Cannock Chase CCG,LDOB042,M,55 to 64,485
