DATASET,YEAR,GEOGRAPHY_CODE,SUB_ICB_LOC_CODE,SUB_ICB_LOC_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB069,F,35 to 44,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB069,F,45 to 54,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB069,F,55 to 64,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB069,F,65 to 74,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB069,F,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB069,M,0 to 9,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB069,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB069,M,18 to 24,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB069,M,25 to 34,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB069,M,35 to 44,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB069,M,45 to 54,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB069,M,55 to 64,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB069,M,65 to 74,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB069,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,F,0 to 9,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,F,10 to 17,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,F,18 to 24,93
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,F,25 to 34,316
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,F,35 to 44,634
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,F,45 to 54,863
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,F,55 to 64,992
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,F,65 to 74,1048
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,F,75 and over,1131
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,M,0 to 9,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,M,10 to 17,29
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,M,18 to 24,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,M,25 to 34,63
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,M,35 to 44,127
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,M,45 to 54,212
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,M,55 to 64,220
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,M,65 to 74,255
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB070,M,75 and over,233
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,F,10 to 17,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,F,18 to 24,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,F,25 to 34,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,F,35 to 44,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,F,45 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,F,55 to 64,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,F,65 to 74,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,M,0 to 9,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,M,10 to 17,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,M,18 to 24,41
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,M,25 to 34,28
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,M,35 to 44,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,M,45 to 54,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,M,55 to 64,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,M,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB077,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,F,0 to 9,84
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,F,10 to 17,186
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,F,18 to 24,84
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,F,25 to 34,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,F,35 to 44,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,F,45 to 54,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,F,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,F,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,M,0 to 9,361
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,M,10 to 17,633
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,M,18 to 24,178
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,M,25 to 34,82
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,M,35 to 44,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,M,45 to 54,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,M,55 to 64,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,M,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB078,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,F,14 to 17,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,F,18 to 24,43
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,F,25 to 34,58
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,F,35 to 44,46
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,F,45 to 49,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,F,50 to 54,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,F,55 to 59,25
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,F,60 to 64,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,F,65 to 69,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,F,70 to 74,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,F,75 and over,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,M,14 to 17,25
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,M,18 to 24,56
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,M,25 to 34,71
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,M,35 to 44,49
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,M,45 to 49,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,M,50 to 54,28
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,M,55 to 59,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,M,60 to 64,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,M,65 to 69,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,M,70 to 74,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB079,M,75 and over,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,F,14 to 17,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,F,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,F,25 to 34,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,F,35 to 44,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,F,45 to 49,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,F,50 to 54,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,F,55 to 59,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,F,60 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,F,65 to 69,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,F,70 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,F,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,M,14 to 17,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,M,18 to 24,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,M,25 to 34,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,M,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,M,45 to 49,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,M,50 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,M,55 to 59,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,M,60 to 64,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,M,65 to 69,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,M,70 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB080,M,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,F,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,F,18 to 24,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,F,25 to 34,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,F,35 to 44,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,F,45 to 54,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,F,55 to 64,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,F,65 to 74,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,F,75 and over,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,M,18 to 24,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,M,25 to 34,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,M,35 to 44,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,M,45 to 54,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,M,55 to 64,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,M,65 to 74,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB081,M,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,F,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,F,18 to 24,47
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,F,25 to 34,143
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,F,35 to 44,219
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,F,45 to 54,263
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,F,55 to 64,200
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,F,65 to 74,135
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,F,75 and over,236
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,M,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,M,18 to 24,51
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,M,25 to 34,199
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,M,35 to 44,243
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,M,45 to 54,290
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,M,55 to 64,159
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,M,65 to 74,91
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB082,M,75 and over,104
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,F,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,F,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,F,25 to 34,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,F,35 to 44,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,F,45 to 54,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,F,55 to 64,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,F,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,F,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,M,10 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,M,18 to 24,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,M,25 to 34,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,M,35 to 44,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,M,45 to 54,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,M,55 to 64,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,M,65 to 74,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB083,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB084,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB084,F,10 to 17,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB084,F,18 to 24,69
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB084,F,25 to 34,289
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB084,F,35 to 44,393
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000080,01D,NHS Greater Manchester ICB - 01D,LDOB084,F,45 to 54,516
