DATASET,YEAR,GEOGRAPHY_CODE,SUB_ICB_LOC_CODE,SUB_ICB_LOC_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB044,M,55 to 64,172
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB044,M,65 to 74,788
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB044,M,75 and over,3863
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,F,10 to 17,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,F,18 to 24,36
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,F,25 to 34,81
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,F,35 to 44,104
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,F,45 to 54,109
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,F,55 to 64,88
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,F,65 to 74,30
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,F,75 and over,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,M,10 to 17,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,M,18 to 24,40
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,M,25 to 34,108
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,M,35 to 44,82
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,M,45 to 54,136
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,M,55 to 64,70
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,M,65 to 74,31
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB045,M,75 and over,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,F,0 to 9,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,F,10 to 17,914
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,F,18 to 24,9106
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,F,25 to 34,22054
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,F,35 to 44,25193
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,F,45 to 54,30456
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,F,55 to 64,23030
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,F,65 to 74,16691
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,F,75 and over,12176
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,M,0 to 9,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,M,10 to 17,381
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,M,18 to 24,4439
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,M,25 to 34,11683
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,M,35 to 44,14717
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,M,45 to 54,18430
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,M,55 to 64,13841
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,M,65 to 74,9592
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB046,M,75 and over,5279
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,F,10 to 17,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,F,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,F,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,F,35 to 44,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,F,45 to 54,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,F,55 to 64,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,F,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,M,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,M,10 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,M,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,M,25 to 34,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,M,35 to 44,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,M,45 to 54,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,M,55 to 64,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,M,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB047,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,F,0 to 9,122
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,F,10 to 17,323
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,F,18 to 24,359
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,F,25 to 34,542
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,F,35 to 44,484
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,F,45 to 54,560
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,F,55 to 64,408
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,F,65 to 74,289
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,F,75 and over,178
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,M,0 to 9,112
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,M,10 to 17,320
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,M,18 to 24,414
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,M,25 to 34,632
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,M,35 to 44,644
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,M,45 to 54,782
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,M,55 to 64,576
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,M,65 to 74,365
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB048,M,75 and over,185
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,F,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,F,25 to 34,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,F,35 to 44,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,F,45 to 54,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,F,55 to 64,60
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,F,65 to 74,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,F,75 and over,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,M,18 to 24,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,M,25 to 34,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,M,35 to 44,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,M,45 to 54,64
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,M,55 to 64,46
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,M,65 to 74,40
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB049,M,75 and over,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,F,10 to 17,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,F,18 to 24,73
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,F,25 to 34,377
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,F,35 to 44,1400
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,F,45 to 54,3866
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,F,55 to 64,6159
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,F,65 to 74,8737
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,F,75 and over,11003
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,M,10 to 17,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,M,18 to 24,39
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,M,25 to 34,307
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,M,35 to 44,1751
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,M,45 to 54,6049
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,M,55 to 64,10242
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,M,65 to 74,12776
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB050,M,75 and over,11170
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,F,10 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,F,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,F,25 to 34,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,F,35 to 44,29
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,F,45 to 54,44
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,F,55 to 64,62
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,F,65 to 74,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,F,75 and over,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,M,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,M,18 to 24,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,M,25 to 34,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,M,35 to 44,36
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,M,45 to 54,67
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,M,55 to 64,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,M,65 to 74,39
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB051,M,75 and over,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,F,0 to 9,37
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,F,10 to 17,137
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,F,18 to 24,334
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,F,25 to 34,740
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,F,35 to 44,1631
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,F,45 to 54,3936
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,F,55 to 64,5967
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,F,65 to 74,8461
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,F,75 and over,10329
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,M,0 to 9,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,M,10 to 17,152
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,M,18 to 24,314
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,M,25 to 34,698
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,M,35 to 44,1952
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,M,45 to 54,5878
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,M,55 to 64,9732
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,M,65 to 74,12437
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB052,M,75 and over,10697
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,F,0 to 9,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,F,10 to 17,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,F,18 to 24,61
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,F,25 to 34,94
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,F,35 to 44,116
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,F,45 to 54,98
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,F,55 to 64,87
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,F,65 to 74,29
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,F,75 and over,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,M,0 to 9,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,M,10 to 17,41
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,M,18 to 24,88
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,M,25 to 34,123
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,M,35 to 44,135
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,M,45 to 54,147
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,M,55 to 64,87
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,M,65 to 74,54
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB055,M,75 and over,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB056,F,0 to 9,156
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2017-18,E38000237,91Q,NHS Kent and Medway ICB - 91Q,LDOB056,F,10 to 17,238
