DATASET,YEAR,CCG_ONS_CODE,CCG_ODS_CODE,CCG_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB047,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,F,0 to 9,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,F,10 to 17,31
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,F,18 to 24,48
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,F,25 to 34,68
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,F,35 to 44,52
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,F,45 to 54,48
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,F,55 to 64,46
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,F,65 to 74,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,F,75 and over,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,M,0 to 9,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,M,10 to 17,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,M,18 to 24,48
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,M,25 to 34,90
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,M,35 to 44,69
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,M,45 to 54,75
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,M,55 to 64,71
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,M,65 to 74,32
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB048,M,75 and over,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,F,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,F,35 to 44,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,F,45 to 54,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,F,55 to 64,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,F,65 to 74,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,F,75 and over,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,M,25 to 34,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,M,35 to 44,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,M,45 to 54,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,M,55 to 64,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,M,65 to 74,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB049,M,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,F,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,F,18 to 24,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,F,25 to 34,57
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,F,35 to 44,181
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,F,45 to 54,532
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,F,55 to 64,918
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,F,65 to 74,1168
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,F,75 and over,1468
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,M,10 to 17,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,M,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,M,25 to 34,44
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,M,35 to 44,296
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,M,45 to 54,838
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,M,55 to 64,1373
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,M,65 to 74,1501
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB050,M,75 and over,1472
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,F,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,F,35 to 44,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,F,45 to 54,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,F,55 to 64,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,F,65 to 74,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,F,75 and over,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,M,25 to 34,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,M,35 to 44,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,M,45 to 54,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,M,55 to 64,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,M,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB051,M,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,F,0 to 9,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,F,10 to 17,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,F,18 to 24,44
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,F,25 to 34,102
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,F,35 to 44,206
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,F,45 to 54,516
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,F,55 to 64,890
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,F,65 to 74,1127
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,F,75 and over,1382
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,M,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,M,10 to 17,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,M,18 to 24,36
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,M,25 to 34,99
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,M,35 to 44,290
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,M,45 to 54,783
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,M,55 to 64,1302
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,M,65 to 74,1434
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB052,M,75 and over,1424
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,F,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,F,18 to 24,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,F,25 to 34,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,F,35 to 44,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,F,45 to 54,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,F,55 to 64,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,F,65 to 74,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,F,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,M,10 to 17,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,M,18 to 24,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,M,25 to 34,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,M,35 to 44,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,M,45 to 54,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,M,55 to 64,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,M,65 to 74,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB055,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,F,0 to 9,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,F,10 to 17,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,F,18 to 24,48
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,F,25 to 34,100
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,F,35 to 44,107
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,F,45 to 54,124
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,F,55 to 64,114
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,F,65 to 74,102
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,F,75 and over,93
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,M,0 to 9,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,M,10 to 17,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,M,18 to 24,34
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,M,25 to 34,89
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,M,35 to 44,111
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,M,45 to 54,143
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,M,55 to 64,129
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,M,65 to 74,105
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB056,M,75 and over,88
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,F,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,F,25 to 34,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,F,35 to 44,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,F,45 to 54,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,F,55 to 64,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,F,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,M,18 to 24,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,M,25 to 34,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,M,35 to 44,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,M,45 to 54,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,M,55 to 64,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,M,65 to 74,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB057,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,F,18 to 24,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,F,25 to 34,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,F,35 to 44,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,F,45 to 54,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,F,55 to 64,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,F,65 to 74,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,F,75 and over,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,M,18 to 24,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,M,25 to 34,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,M,35 to 44,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,M,45 to 54,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,M,55 to 64,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,M,65 to 74,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB058,M,75 and over,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,F,18 to 24,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,F,25 to 34,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,F,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,F,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,F,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,M,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,M,35 to 44,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,M,45 to 54,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,M,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,M,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB059,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB060,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000227,01E,NHS Greater Preston CCG,LDOB060,F,10 to 17,0
