DATASET,YEAR,CCG_ONS_CODE,CCG_ODS_CODE,CCG_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,F,14 to 17,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,F,18 to 24,30
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,F,25 to 34,39
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,F,35 to 44,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,F,45 to 49,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,F,50 to 54,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,F,55 to 59,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,F,60 to 64,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,F,65 to 69,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,F,70 to 74,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,F,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,M,0 to 9,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,M,10 to 13,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,M,14 to 17,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,M,18 to 24,47
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,M,25 to 34,55
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,M,35 to 44,38
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,M,45 to 49,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,M,50 to 54,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,M,55 to 59,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,M,60 to 64,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,M,65 to 69,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,M,70 to 74,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB002,M,75 and over,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,ALL,ALL,496
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,F,0 to 9,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,F,10 to 13,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,F,14 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,F,18 to 24,32
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,F,25 to 34,39
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,F,35 to 44,36
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,F,45 to 49,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,F,50 to 54,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,F,55 to 59,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,F,60 to 64,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,F,65 to 69,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,F,70 to 74,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,F,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,M,0 to 9,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,M,10 to 13,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,M,14 to 17,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,M,18 to 24,51
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,M,25 to 34,63
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,M,35 to 44,41
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,M,45 to 49,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,M,50 to 54,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,M,55 to 59,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,M,60 to 64,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,M,65 to 69,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,M,70 to 74,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003A,M,75 and over,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,ALL,ALL,69185
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,F,0 to 9,3355
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,F,10 to 13,1420
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,F,14 to 17,1495
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,F,18 to 24,2205
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,F,25 to 34,3725
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,F,35 to 44,3734
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,F,45 to 49,2204
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,F,50 to 54,2655
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,F,55 to 59,2788
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,F,60 to 64,2571
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,F,65 to 69,2420
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,F,70 to 74,2349
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,F,75 and over,4217
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,M,0 to 9,3624
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,M,10 to 13,1545
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,M,14 to 17,1492
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,M,18 to 24,2309
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,M,25 to 34,3768
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,M,35 to 44,3705
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,M,45 to 49,2166
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,M,50 to 54,2519
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,M,55 to 59,2602
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,M,60 to 64,2477
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,M,65 to 69,2271
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,M,70 to 74,2314
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB003B,M,75 and over,3255
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,ALL,ALL,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,F,10 to 13,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,F,14 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,F,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,F,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,F,45 to 49,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,F,50 to 54,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,F,55 to 59,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,F,60 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,F,65 to 69,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,F,70 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,M,10 to 13,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,M,14 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,M,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,M,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,M,45 to 49,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,M,50 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,M,55 to 59,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,M,60 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,M,65 to 69,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,M,70 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB004,M,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,F,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,F,18 to 24,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,F,25 to 34,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,F,35 to 44,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,F,45 to 54,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,F,55 to 64,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,F,65 to 74,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,M,0 to 9,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,M,10 to 17,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,M,18 to 24,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,M,25 to 34,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,M,35 to 44,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,M,45 to 54,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,M,55 to 64,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,M,65 to 74,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB006,M,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,F,18 to 24,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,F,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,F,35 to 44,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,F,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,F,55 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,M,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,M,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,M,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,M,45 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,M,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,M,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB009,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,F,0 to 9,102
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,F,10 to 17,91
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,F,18 to 24,46
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,F,25 to 34,37
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,F,35 to 44,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,F,45 to 54,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,F,55 to 64,36
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,F,65 to 74,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,F,75 and over,90
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,M,0 to 9,164
