DATASET,YEAR,GEOGRAPHY_CODE,SUB_ICB_LOC_CODE,SUB_ICB_LOC_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB065,F,55 to 64,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB065,F,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB065,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB065,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB065,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB065,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB065,M,25 to 34,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB065,M,35 to 44,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB065,M,45 to 54,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB065,M,55 to 64,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB065,M,65 to 74,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB065,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,F,18 to 24,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,F,25 to 34,112
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,F,35 to 44,144
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,F,45 to 54,195
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,F,55 to 64,191
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,F,65 to 74,109
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,F,75 and over,92
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,M,10 to 17,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,M,18 to 24,37
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,M,25 to 34,136
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,M,35 to 44,184
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,M,45 to 54,255
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,M,55 to 64,205
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,M,65 to 74,126
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB066,M,75 and over,56
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,F,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,F,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,F,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,F,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,F,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,M,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,M,25 to 34,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,M,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,M,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,M,55 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,M,65 to 74,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB067,M,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,F,0 to 9,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,F,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,F,25 to 34,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,F,35 to 44,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,F,45 to 54,91
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,F,55 to 64,206
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,F,65 to 74,300
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,F,75 and over,786
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,M,18 to 24,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,M,25 to 34,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,M,35 to 44,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,M,45 to 54,89
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,M,55 to 64,290
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,M,65 to 74,456
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB068,M,75 and over,694
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,F,10 to 17,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,F,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,F,25 to 34,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,F,35 to 44,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,F,45 to 54,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,F,55 to 64,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,F,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,F,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,M,10 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,M,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,M,25 to 34,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,M,35 to 44,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,M,45 to 54,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,M,55 to 64,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,M,65 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB069,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,F,0 to 9,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,F,10 to 17,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,F,18 to 24,63
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,F,25 to 34,227
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,F,35 to 44,463
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,F,45 to 54,784
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,F,55 to 64,1231
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,F,65 to 74,1164
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,F,75 and over,1474
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,M,0 to 9,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,M,10 to 17,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,M,18 to 24,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,M,25 to 34,48
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,M,35 to 44,84
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,M,45 to 54,183
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,M,55 to 64,281
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,M,65 to 74,303
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB070,M,75 and over,367
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,F,10 to 17,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,F,18 to 24,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,F,25 to 34,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,F,35 to 44,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,F,45 to 54,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,F,55 to 64,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,F,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,M,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,M,10 to 17,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,M,18 to 24,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,M,25 to 34,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,M,35 to 44,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,M,45 to 54,28
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,M,55 to 64,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,M,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB077,M,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,F,0 to 9,40
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,F,10 to 17,116
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,F,18 to 24,61
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,F,25 to 34,40
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,F,35 to 44,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,F,45 to 54,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,F,55 to 64,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,F,65 to 74,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,M,0 to 9,223
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,M,10 to 17,376
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,M,18 to 24,201
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,M,25 to 34,117
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,M,35 to 44,40
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,M,45 to 54,32
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,M,55 to 64,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,M,65 to 74,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB078,M,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,F,14 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,F,18 to 24,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,F,25 to 34,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,F,35 to 44,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,F,45 to 49,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,F,50 to 54,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,F,55 to 59,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,F,60 to 64,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,F,65 to 69,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,F,70 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,F,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,M,14 to 17,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,M,18 to 24,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,M,25 to 34,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,M,35 to 44,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,M,45 to 49,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,M,50 to 54,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,M,55 to 59,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,M,60 to 64,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,M,65 to 69,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,M,70 to 74,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB079,M,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB080,F,14 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB080,F,18 to 24,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000161,01T,NHS Cheshire and Merseyside ICB - 01T,LDOB080,F,25 to 34,5
