DATASET,YEAR,CCG_ONS_CODE,CCG_ODS_CODE,CCG_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB004,M,45 to 49,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB004,M,50 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB004,M,55 to 59,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB004,M,60 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB004,M,65 to 69,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB004,M,70 to 74,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB004,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,F,0 to 9,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,F,10 to 17,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,F,18 to 24,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,F,25 to 34,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,F,35 to 44,29
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,F,45 to 54,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,F,55 to 64,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,F,65 to 74,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,F,75 and over,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,M,0 to 9,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,M,10 to 17,30
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,M,18 to 24,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,M,25 to 34,40
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,M,35 to 44,30
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,M,45 to 54,36
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,M,55 to 64,28
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,M,65 to 74,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB006,M,75 and over,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,F,0 to 9,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,F,10 to 17,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,F,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,F,35 to 44,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,F,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,F,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,M,0 to 9,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,M,10 to 17,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,M,18 to 24,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,M,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,M,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,M,45 to 54,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,M,55 to 64,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,M,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB009,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB010,F,0 to 9,172
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB010,F,10 to 17,100
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB010,F,18 to 24,55
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB010,F,25 to 34,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB010,F,35 to 44,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB010,F,45 to 54,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB010,F,55 to 64,30
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB010,F,65 to 74,36
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB010,F,75 and over,95
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000130,00L,NHS Northumberland CCG,LDOB010,M,0 to 9,262
