DATASET,YEAR,CCG_ONS_CODE,CCG_ODS_CODE,CCG_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB009,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB009,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB009,M,0 to 9,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB009,M,10 to 17,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB009,M,18 to 24,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB009,M,25 to 34,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB009,M,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB009,M,45 to 54,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB009,M,55 to 64,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB009,M,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB009,M,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,F,0 to 9,455
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,F,10 to 17,377
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,F,18 to 24,251
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,F,25 to 34,229
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,F,35 to 44,130
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,F,45 to 54,91
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,F,55 to 64,94
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,F,65 to 74,138
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,F,75 and over,276
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,M,0 to 9,668
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,M,10 to 17,468
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,M,18 to 24,81
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,M,25 to 34,47
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,M,35 to 44,39
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,M,45 to 54,47
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,M,55 to 64,49
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,M,65 to 74,61
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB010,M,75 and over,79
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,F,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,F,10 to 17,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,F,18 to 24,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,F,25 to 34,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,F,35 to 44,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,F,45 to 54,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,F,55 to 64,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,F,65 to 74,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,F,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,M,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,M,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,M,18 to 24,29
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,M,25 to 34,41
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,M,35 to 44,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,M,45 to 54,14
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,M,55 to 64,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,M,65 to 74,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB011,M,75 and over,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,F,0 to 9,106
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,F,10 to 17,903
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,F,18 to 24,1762
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,F,25 to 34,3187
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,F,35 to 44,2355
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,F,45 to 54,1832
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,F,55 to 64,1570
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,F,65 to 74,1559
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,F,75 and over,2242
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,M,0 to 9,150
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,M,10 to 17,518
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,M,18 to 24,458
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,M,25 to 34,887
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,M,35 to 44,1050
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,M,45 to 54,1029
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,M,55 to 64,1112
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,M,65 to 74,1282
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB012,M,75 and over,1677
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,F,18 to 24,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,F,25 to 34,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,F,35 to 44,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,F,45 to 54,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,F,55 to 64,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,F,65 to 74,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,M,10 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,M,18 to 24,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,M,25 to 34,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,M,35 to 44,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,M,45 to 54,25
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,M,55 to 64,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,M,65 to 74,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB013,M,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,F,0 to 9,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,F,10 to 17,244
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,F,18 to 24,828
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,F,25 to 34,1908
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,F,35 to 44,1718
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,F,45 to 54,1900
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,F,55 to 64,1901
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,F,65 to 74,1990
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,F,75 and over,2193
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,M,0 to 9,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,M,10 to 17,132
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,M,18 to 24,196
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,M,25 to 34,835
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,M,35 to 44,1506
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,M,45 to 54,2150
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,M,55 to 64,2634
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,M,65 to 74,2660
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB014,M,75 and over,2148
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,F,10 to 17,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,F,18 to 24,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,F,25 to 34,50
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,F,35 to 44,31
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,F,45 to 54,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,F,55 to 64,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,F,65 to 74,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,F,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,M,10 to 17,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,M,18 to 24,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,M,25 to 34,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,M,35 to 44,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,M,45 to 54,29
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,M,55 to 64,29
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,M,65 to 74,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB015,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,F,0 to 9,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,F,10 to 17,133
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,F,18 to 24,662
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,F,25 to 34,2003
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,F,35 to 44,2083
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,F,45 to 54,2472
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,F,55 to 64,2568
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,F,65 to 74,2268
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,F,75 and over,1573
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,M,0 to 9,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,M,10 to 17,87
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,M,18 to 24,152
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,M,25 to 34,674
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,M,35 to 44,1179
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,M,45 to 54,2198
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,M,55 to 64,2693
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,M,65 to 74,2210
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB016,M,75 and over,1081
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB017,F,25 to 34,123
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB017,F,35 to 44,85
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB017,F,45 to 54,82
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB017,F,55 to 64,77
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB018,F,25 to 34,19929
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB018,F,35 to 44,19857
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB018,F,45 to 54,17454
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB018,F,55 to 64,14048
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB019,F,25 to 34,49
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB019,F,35 to 44,29
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB019,F,45 to 54,30
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB019,F,55 to 64,34
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB020,F,25 to 34,15352
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB020,F,35 to 44,15965
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB020,F,45 to 54,14086
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB020,F,55 to 64,10816
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB021,F,50 to 54,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB021,F,55 to 59,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB021,F,60 to 64,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB021,F,65 to 69,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB022,F,50 to 54,5262
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB022,F,55 to 59,5836
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB022,F,60 to 64,4894
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB022,F,65 to 69,4262
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,F,0 to 9,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,F,10 to 17,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,F,18 to 24,52
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,F,25 to 34,115
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,F,35 to 44,81
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,F,45 to 54,84
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,F,55 to 64,83
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,F,65 to 74,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,F,75 and over,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,M,0 to 9,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,M,10 to 17,25
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,M,18 to 24,128
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,M,25 to 34,199
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,M,35 to 44,100
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,M,45 to 54,111
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,M,55 to 64,103
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,M,65 to 74,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB025,M,75 and over,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB026,F,0 to 9,225
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB026,F,10 to 17,3110
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB026,F,18 to 24,7313
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB026,F,25 to 34,17026
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB026,F,35 to 44,16860
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB026,F,45 to 54,16520
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB026,F,55 to 64,14956
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2019-20,E38000174,01W,NHS Stockport CCG,LDOB026,F,65 to 74,12287
