DATASET,YEAR,CCG_ONS_CODE,CCG_ODS_CODE,CCG_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB010,F,75 and over,527
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB010,M,0 to 9,1600
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB010,M,10 to 17,1104
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB010,M,18 to 24,255
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB010,M,25 to 34,158
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB010,M,35 to 44,72
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB010,M,45 to 54,69
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB010,M,55 to 64,75
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB010,M,65 to 74,88
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB010,M,75 and over,136
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,F,10 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,F,18 to 24,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,F,25 to 34,34
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,F,35 to 44,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,F,45 to 54,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,F,55 to 64,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,F,65 to 74,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,F,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,M,10 to 17,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,M,18 to 24,71
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,M,25 to 34,61
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,M,35 to 44,31
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,M,45 to 54,40
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,M,55 to 64,40
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,M,65 to 74,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB011,M,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,F,0 to 9,244
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,F,10 to 17,2112
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,F,18 to 24,3908
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,F,25 to 34,5157
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,F,35 to 44,3253
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,F,45 to 54,3029
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,F,55 to 64,2612
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,F,65 to 74,3269
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,F,75 and over,4275
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,M,0 to 9,198
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,M,10 to 17,1205
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,M,18 to 24,1178
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,M,25 to 34,1741
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,M,35 to 44,1340
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,M,45 to 54,1590
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,M,55 to 64,1736
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,M,65 to 74,2532
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB012,M,75 and over,3071
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,F,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,F,18 to 24,29
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,F,25 to 34,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,F,35 to 44,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,F,45 to 54,31
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,F,55 to 64,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,F,65 to 74,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,F,75 and over,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,M,10 to 17,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,M,18 to 24,51
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,M,25 to 34,49
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,M,35 to 44,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,M,45 to 54,50
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,M,55 to 64,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,M,65 to 74,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB013,M,75 and over,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,F,0 to 9,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,F,10 to 17,518
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,F,18 to 24,1645
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,F,25 to 34,2870
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,F,35 to 44,2316
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,F,45 to 54,2723
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,F,55 to 64,2897
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,F,65 to 74,3954
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,F,75 and over,4098
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,M,0 to 9,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,M,10 to 17,251
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,M,18 to 24,489
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,M,25 to 34,1391
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,M,35 to 44,1722
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,M,45 to 54,3190
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,M,55 to 64,3963
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,M,65 to 74,5475
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB014,M,75 and over,4723
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,F,10 to 17,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,F,18 to 24,29
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,F,25 to 34,71
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,F,35 to 44,60
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,F,45 to 54,65
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,F,55 to 64,46
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,F,65 to 74,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,F,75 and over,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,M,10 to 17,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,M,18 to 24,28
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,M,25 to 34,57
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,M,35 to 44,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,M,45 to 54,55
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,M,55 to 64,37
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,M,65 to 74,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB015,M,75 and over,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,F,0 to 9,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,F,10 to 17,287
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,F,18 to 24,1435
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,F,25 to 34,2971
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,F,35 to 44,2745
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,F,45 to 54,3842
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,F,55 to 64,4064
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,F,65 to 74,4530
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,F,75 and over,3444
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,M,0 to 9,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,M,10 to 17,136
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,M,18 to 24,357
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,M,25 to 34,976
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,M,35 to 44,1576
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,M,45 to 54,3539
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,M,55 to 64,4340
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,M,65 to 74,4954
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB016,M,75 and over,2815
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB017,F,25 to 34,213
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB017,F,35 to 44,173
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB017,F,45 to 54,168
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB017,F,55 to 64,136
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB018,F,25 to 34,32103
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB018,F,35 to 44,31688
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB018,F,45 to 54,38044
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB018,F,55 to 64,29808
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB019,F,25 to 34,55
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB019,F,35 to 44,55
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB019,F,45 to 54,63
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB019,F,55 to 64,37
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB020,F,25 to 34,21171
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB020,F,35 to 44,21418
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB020,F,45 to 54,27197
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB020,F,55 to 64,21600
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB021,F,50 to 54,39
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB021,F,55 to 59,52
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB021,F,60 to 64,28
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB021,F,65 to 69,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB022,F,50 to 54,11851
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB022,F,55 to 59,13518
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB022,F,60 to 64,12552
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB022,F,65 to 69,13629
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,F,0 to 9,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,F,10 to 17,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,F,18 to 24,121
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,F,25 to 34,196
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,F,35 to 44,162
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,F,45 to 54,166
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,F,55 to 64,134
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,F,65 to 74,61
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,F,75 and over,30
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,M,0 to 9,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,M,10 to 17,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,M,18 to 24,205
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,M,25 to 34,279
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,M,35 to 44,161
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,M,45 to 54,224
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,M,55 to 64,172
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,M,65 to 74,84
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB025,M,75 and over,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,F,0 to 9,563
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,F,10 to 17,6365
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,F,18 to 24,15112
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,F,25 to 34,25528
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,F,35 to 44,23243
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,F,45 to 54,31945
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,F,55 to 64,29937
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,F,65 to 74,30773
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,F,75 and over,29845
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,M,0 to 9,618
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,M,10 to 17,3834
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,M,18 to 24,6377
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,M,25 to 34,11334
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,M,35 to 44,14404
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,M,45 to 54,27547
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,M,55 to 64,27569
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,M,65 to 74,29415
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB026,M,75 and over,22394
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB027,F,0 to 9,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB027,F,10 to 17,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB027,F,18 to 24,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB027,F,25 to 34,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB027,F,35 to 44,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB027,F,45 to 54,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB027,F,55 to 64,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB027,F,65 to 74,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2016-17,E38000150,11X,NHS Somerset CCG,LDOB027,F,75 and over,6
