DATASET,YEAR,GEOGRAPHY_CODE,SUB_ICB_LOC_CODE,SUB_ICB_LOC_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB090,F,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB090,F,55 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB090,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB090,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB090,M,0 to 9,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB090,M,10 to 17,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB090,M,18 to 24,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB090,M,25 to 34,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB090,M,35 to 44,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB090,M,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB090,M,55 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB090,M,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB090,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,F,0 to 9,163
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,F,10 to 17,597
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,F,18 to 24,489
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,F,25 to 34,608
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,F,35 to 44,250
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,F,45 to 54,101
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,F,55 to 64,44
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,F,65 to 74,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,F,75 and over,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,M,0 to 9,630
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,M,10 to 17,2333
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,M,18 to 24,1671
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,M,25 to 34,1594
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,M,35 to 44,510
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,M,45 to 54,220
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,M,55 to 64,64
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,M,65 to 74,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB091,M,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,F,0 to 9,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,F,10 to 17,94
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,F,18 to 24,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,F,25 to 34,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,F,35 to 44,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,F,45 to 54,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,F,55 to 64,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,F,65 to 74,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,M,0 to 9,86
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,M,10 to 17,330
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,M,18 to 24,57
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,M,25 to 34,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,M,35 to 44,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,M,45 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,M,55 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,M,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000244,72Q,NHS South East London ICB - 72Q,LDOB092,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDO1_REG,ALL,ALL,160152
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDO2_REG,ALL,ALL,154371
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,ALL,ALL,157654
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,F,0 to 9,8816
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,F,10 to 13,3951
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,F,14 to 17,3482
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,F,18 to 24,5379
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,F,25 to 34,9739
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,F,35 to 44,9960
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,F,45 to 49,5985
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,F,50 to 54,6201
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,F,55 to 59,5449
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,F,60 to 64,4481
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,F,65 to 69,4310
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,F,70 to 74,4374
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,F,75 and over,6998
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,M,0 to 9,9180
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,M,10 to 13,3944
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,M,14 to 17,3635
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,M,18 to 24,5812
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,M,25 to 34,9648
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,M,35 to 44,9790
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,M,45 to 49,5875
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,M,50 to 54,6464
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,M,55 to 59,5603
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,M,60 to 64,4584
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,M,65 to 69,4133
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,M,70 to 74,4174
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB001,M,75 and over,5687
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,ALL,ALL,811
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,F,0 to 9,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,F,10 to 13,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,F,14 to 17,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,F,18 to 24,32
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,F,25 to 34,69
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,F,35 to 44,109
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,F,45 to 49,84
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,F,50 to 54,48
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,F,55 to 59,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,F,60 to 64,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,F,65 to 69,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,F,70 to 74,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,F,75 and over,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,M,0 to 9,19
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,M,10 to 13,25
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,M,14 to 17,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,M,18 to 24,47
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,M,25 to 34,79
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,M,35 to 44,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,M,45 to 49,30
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,M,50 to 54,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,M,55 to 59,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,M,60 to 64,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,M,65 to 69,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,M,70 to 74,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB002,M,75 and over,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,ALL,ALL,838
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,F,0 to 9,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,F,10 to 13,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,F,14 to 17,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,F,18 to 24,36
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,F,25 to 34,65
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,F,35 to 44,109
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,F,45 to 49,84
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,F,50 to 54,52
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,F,55 to 59,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,F,60 to 64,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,F,65 to 69,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,F,70 to 74,9
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,F,75 and over,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,M,0 to 9,26
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,M,10 to 13,28
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,M,14 to 17,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,M,18 to 24,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,M,25 to 34,81
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,M,35 to 44,48
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,M,45 to 49,33
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,M,50 to 54,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,M,55 to 59,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,M,60 to 64,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,M,65 to 69,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,M,70 to 74,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003A,M,75 and over,10
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,ALL,ALL,156811
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,F,0 to 9,8801
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,F,10 to 13,3940
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,F,14 to 17,3465
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,F,18 to 24,5343
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,F,25 to 34,9674
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,F,35 to 44,9851
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,F,45 to 49,5901
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,F,50 to 54,6149
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,F,55 to 59,5427
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,F,60 to 64,4471
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,F,65 to 69,4300
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,F,70 to 74,4365
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,F,75 and over,6990
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,M,0 to 9,9154
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,M,10 to 13,3915
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,M,14 to 17,3608
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,M,18 to 24,5765
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,M,25 to 34,9566
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,M,35 to 44,9742
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,M,45 to 49,5842
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,M,50 to 54,6444
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,M,55 to 59,5579
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,M,60 to 64,4557
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,M,65 to 69,4120
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,M,70 to 74,4165
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB003B,M,75 and over,5677
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB004,ALL,ALL,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB004,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB004,F,10 to 13,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB004,F,14 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB004,F,18 to 24,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB004,F,25 to 34,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB004,F,35 to 44,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB004,F,45 to 49,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB004,F,50 to 54,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB004,F,55 to 59,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB004,F,60 to 64,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000262,78H,NHS Northamptonshire ICB - 78H,LDOB004,F,65 to 69,0
